name of product                                                                                                     , price    , how many in stock, description                                                                                                                                                                                                                                                                                                                         , type       , features
Eva Skin Clinic Acne-Prone Skin Sheet Mask ( 3 sheet Masks )                                                        , LE 90.00 ,                 0, "This mask helps purifying and minimizing enlarged pores, while exfoliating the skin for a smoother feel. Also, it helps to protect skin barrier function and to remove excess oil, keeping the skin hydrated and mattified."                                                                                                       ,            , Acne-Prone Skin; Face & Body Care; Sheet Mask
"Eva Skin Clinic Acne-Prone Skin ""Fresh Restart"" Facial Wash 150 Ml"                                              , LE 81.00 ,                 0, "It is a soap-free gentle formula that helps to remove excess oil, dirt and makeup traces and to diminish the appearance of blemishes while helping to preserve skin hydration."                                                                                                                                                    ,            , Acne-Prone Skin; Face & Body Care
Eva Skin Clinic Acne-Prone Skin Toner 200 Ml                                                                        , LE 162.00,                43, Helps to tighten enlarged pores and mattifies skin.                                                                                                                                                                                                                                                                                 ,            , Acne-Prone Skin; Face & Body Care
Eva Skin Clinic Acne-Prone Skin Corrective Care 20 Ml                                                               , LE 117.00,                26, Its non-drying formula is quickly absorbed by the skin and helps to diminish the appearance of blemishes while also helping to restore skin tonicity and comfort.                                                                                                                                                                   ,            , Acne-Prone Skin; Face & Body Care
Eva Skin Clinic Acne-Prone Skin Facial Scrub 100 Ml                                                                 , LE 94.50 ,                 1, This formula with micro-particles exfoliates to help remove excess oil and to reduce blemishes and blackheads appearance while revealing smoother radiant skin.                                                                                                                                                                     ,            , Acne-Prone Skin; Face & Body Care
Eva Skin Clinic Acne-Prone Skin SunScreen SPF ( 50+ ) 40 Ml                                                         , LE 153.00,                51, Its lightweight formula with quick-absorbing properties provides a broad spectrum and long-lasting protection against UVA and UVB rays while helping to reduce blemishes appearance and to improve skin tone.                                                                                                                       ,            , Acne-Prone Skin; Face & Body Care
Eva Skin Clinic Acne-Prone Skin Corrector + Concealer 2 × 5 Ml                                                      , LE 180.00,               118, This double-action formula is a quick solution to conceal and reduce the appearance of blemishes while unifying skin tone.                                                                                                                                                                                                          ,            , Acne-Prone Skin; Face & Body Care
Eva Skin Clinic Acne-Prone Skin Facial Wipes ( 25 Wipes Per Pack)                                                   , LE 90.00 ,                49, "Its no rinse formula delicately helps to remove oil, dirt and makeup traces, keeping skin mattified, clean and refreshed."                                                                                                                                                                                                         ,            , Acne-Prone Skin; Face & Body Care
Eva Skin Clinic Hyaluronic Acid Facial Serum 30 Ml                                                                  , LE 207.00,                23, "With 1.5% Hyaluronic Acid for filled, plumped-up and hydrated skin"                                                                                                                                                                                                                                                                ,            , Face & Body Care; SERUMS
Eva Skin Clinic Niacinamide Facial Serum 30 Ml                                                                      , LE 207.00,               105, With Nicinamide for clear and hydrated skin ( 10% Nicinamide &amp; 1% Zinc )                                                                                                                                                                                                                                                        ,            , Face & Body Care; SERUMS
Eva Skin Clinic Vitamin C Facial Serum 20 Ml                                                                        , LE 189.00,                 0, With 15% Vitamin C for ultimate even skin glow                                                                                                                                                                                                                                                                                      ,            , Face & Body Care; SERUMS
Eva Skin Clinic Vitamin A Facial Serum 30 Ml                                                                        , LE 207.00,                20, With Vitamin A for refined and smooth texture                                                                                                                                                                                                                                                                                       ,            , Face & Body Care; SERUMS
Must Haves Combo - In The Clouds                                                                                    , LE 250.75,                 0, Eva Skin Care Senses Antiperspirant Roll-on In The Clouds 50 Gm + Eva Skin Care Senses Body Splash In The Clouds 240 Ml                                                                                                                                                                                                             ,            , Bundles; Skin Care Senses
Must Haves Combo - Morning Blossom                                                                                  , LE 250.75,                28, Eva Skin Care Senses Antiperspirant Roll-on Morning Blossom 50 Gm + Eva Skin Care Senses Body Splash Morning Blossom 240 Ml                                                                                                                                                                                                         ,            , Bundles; Skin Care Senses
Must Haves Combo ( Bloom + Red Glamour )                                                                            , LE 250.75,                43, Eva Skin Care Senses Antiperspirant Roll-on Bloom 50 Gm + Eva Skin Care Senses Body Splash Red Glamour 240 Ml                                                                                                                                                                                                                       ,            , Bundles; Skin Care Senses
Must Haves Combo - Spring Lilies                                                                                    , LE 250.75,                42, Eva Skin Care Senses Antiperspirant Roll-on Spring Lillies 50 Gm + Eva Skin Care Senses Body Splash Spring Lilies 240 Ml                                                                                                                                                                                                            ,            , Bundles; Skin Care Senses
Must Haves Combo - Musky Jasmine                                                                                    , LE 250.75,                48, Eva Skin Care Senses Antiperspirant Roll-on Musky Jasmine 50 Gm + Eva Skin Care Senses Body Splash Musky Jasmine 240 Ml                                                                                                                                                                                                             ,            , Bundles; Skin Care Senses
Eva Sun & Sea Adults Lotion + Eva Sun & Sea Tinted Face Sunscreen                                                   , LE 302.40,                 0, Eva Sun &amp; Sea Adults Sunscreen Lotion SPF ( 50+ ) 200 Ml + Eva Sun &amp; Sea Tinted Face Sunscreen ( SPF +50 ) 40 Ml                                                                                                                                                                                                            , cream      , Bundles
Eva Sun & Sea Adults Spray + Normal Face Sunscreen Free                                                             , LE 302.40,                 0, Eva Sun &amp; Sea Sunscreen Spray SPF( 50+ ) 200 Ml + Eva Sun &amp; Sea Face Sunscreen ( SPF 50+ ) 40 Ml                                                                                                                                                                                                                            ,            , Bundles
Eva Skin Clinic Ultimate Glowing Kit                                                                                , LE 374.00,                 0, Eva Skin Clinic Niacinamide Facial Serum 30 Ml + Eva Skin Clinic Vitamin C Facial Serum 20 Ml                                                                                                                                                                                                                                       ,            , Bundles
Eva Recipe Peach & Mocha Scent Kit                                                                                  , LE 440.00,                 0, Eva Optimum Care Recipe Revival Blend Lotion For Dry Skin - Peach Scent 370 Ml + Eva Optimum Care Recipe Revitalizing Blend Shower Cream For Dry Skin - Peach Scent 370 Ml + Eva Optimum Care Recipe Strength Booster Blend Conditioner Mocha Scent 350 Ml + Eva Optimum Care Recipe Strength Booster Blend Shampoo Mocha Scent     ,            , Bundles; Eva Recipe
Eva Recipe Vanilla & Coconut Scent Kit                                                                              , LE 440.00,                 4, Eva Optimum Care Recipe Soothing Blend Lotion For Sensitive Skin - Vanilla Scent 370 Ml + Eva Optimum Care Recipe Serenity Blend Shower Cream For Sensitive Skin - Vanilla Scent 370 Ml + Eva Optimum Care Recipe Nourishing Blend Conditioner Coconut Scent 350 Ml + Eva Optimum Care Recipe Nourishing Blend Shampoo Coconut S    ,            , Bundles; Eva Recipe
Eva Recipe Marshmallow Scent Kit                                                                                    , LE 440.00,                14, Eva Optimum Care Recipe Silk &amp; Shine Blend Conditioner Marshmallow Scent 350 Ml + Eva Optimum Care Recipe Radiance Blend Lotion For Normal Skin - Marshmallow Scent 370 Ml + Eva Optimum Care Recipe Glowing Blend Shower Cream For Normal Skin - Marshmallow Scent 370 Ml + Eva Optimum Care Recipe Silk &amp; Shine Blend     ,            , Bundles; Eva Recipe
Eva Recipe Coconut Scent Kit                                                                                        , LE 440.00,                 4, Eva Optimum Care Recipe Nourishing Blend Conditioner Coconut Scent 350 Ml + Eva Optimum Care Recipe Nourishing Blend Lotion For Normal Skin - Coconut Scent 370 Ml + Eva Optimum Care Recipe Replenishing Blend Shower Cream For Normal Skin - Coconut Scent 370 Ml + Eva Optimum Care Recipe Nourishing Blend Shampoo Coconut S    ,            , Bundles; Eva Recipe
Eva Recipe Mocha Scent Kit                                                                                          , LE 440.00,                 0, Eva Optimum Care Recipe Strength Booster Blend Conditioner Mocha Scent 350 Ml + Eva Optimum Care Recipe Age Defying Blend Lotion For Normal Skin - Mocha Scent 370 Ml + Eva Optimum Care Recipe Rejuvenating Blend Shower Cream For Normal Skin - Mocha Scent 370 Ml + Eva Optimum Care Recipe Strength Booster Blend Shampoo Mo    ,            , Bundles; Eva Recipe
Eva Recipe Berries Scent Kit                                                                                        , LE 440.00,                 0, Eva Optimum Care Recipe Hydrating Blend Conditioner Berries Scent 350 Ml + Eva Optimum Care Recipe Hydrating Blend Lotion For Normal Skin - Berries Scent 370 Ml + Eva Optimum Care Recipe Quenching Blend Shower Cream For Normal Skin - Berries Scent 370 Ml + Eva Optimum Care Recipe Hydrating Blend Shampoo Berries Scent 3    ,            , Bundles; Eva Recipe
Gold Spell & Midnight Millionaire Body Splash Kit                                                                   , LE 280.50,                 0, Man Look Expert Masculine Body Fragrance Midnight Millionaire 150 Ml + Eva Skin Care Senses Body Splash Gold Spell 240 Ml                                                                                                                                                                                                           , body splash, Bundles
Summer Twist & Code Fusion Body Splash Kit                                                                          , LE 280.50,               315, Man Look Expert Masculine Body Fragrance Code Fusion 150 Ml + Eva Skin Care Senses Body Splash Summer Twist 240 Ml                                                                                                                                                                                                                  , body splash, Bundles
Cozy Dream & Mystic Blue Body Splash Kit                                                                            , LE 280.50,                 0, Man Look Expert Masculine Body Fragrance Mystic Blue 150 Ml + Eva Skin Care Senses Body Splash Cozy Dream 240 Ml                                                                                                                                                                                                                    , body splash, Bundles
Morning Blossom & Platinum Guru Body Splash Kit                                                                     , LE 280.50,               132, Man Look Expert Masculine Body Fragrance Platinum Guru 150 Ml + Eva Skin Care Senses Body Splash Morning Blossom 240 Ml                                                                                                                                                                                                             , body splash, Bundles
Red Glamour & Boss Signature Body Splash Kit                                                                        , LE 280.50,                 0, Man Look Expert Masculine Body Fragrance Boss Signature 150 Ml + Eva Skin Care Senses Body Splash Red Glamour 240 Ml                                                                                                                                                                                                                , body splash, Bundles
Mystic Orchid & Ultra Allure Body Splash Kit                                                                        , LE 280.50,                 0, Man Look Expert Masculine Body Fragrance Ultra Allure 150 Ml + Eva Skin Care Senses Body Splash Mystic Orchid 240 Ml                                                                                                                                                                                                                , body splash, Bundles
Happy Summer For Dry Skin Kit                                                                                       , LE 59.50 ,                 0, One Hair Removal Cream Enriched With Honey &amp; Gylcerin For Dry Skin 40 Gm + One Hair Removal Cream Enriched With Honey &amp; Gylcerin For Dry Skin 125 Gm                                                                                                                                                                        ,            , Bundles
Happy Summer For Normal Skin Kit                                                                                    , LE 59.50 ,                53, One Hair Removal Cream Enriched With Lanolin For Normal Skin 40 Gm + One Hair Removal Cream Enriched With Lanolin For Normal Skin 125 Gm                                                                                                                                                                                            ,            , Bundles
Happy Summer For Sensitive Skin Kit                                                                                 , LE 59.50 ,                 0, One Hair Rremoval Cream Enriched With Chamomile For Sensitive Skin 40 Gm + One Hair Rremoval Cream Enriched With Chamomile For Sensitive Skin 125 Gm                                                                                                                                                                                ,            , Bundles
Eva Advanced Care Clinic Kids’ Curls Curl Styling Kit                                                               , LE 335.75,                21, "Eva Advanced Care Clinic Kids’ Curls Curl Defining Shampoo For Wavy, Curly, And Coily Hair 230 Ml + Eva Advanced Care Clinic Kids’ Curls Curl Defining Conditioner For Wavy, Curly, And Coily Hair 230 Ml + Eva Advanced Care Clinic Kids’ Curls Curl Styling Custard For Wavy, Curly, And Coily Hair 230 Ml"                      ,            , Bundles
Eva Advanced Care Clinic Kids’ Curls Curl Detangling & Moisturizing Kit                                             , LE 335.75,                21, "Eva Advanced Care Clinic Kids’ Curls Curl Defining Shampoo For Wavy, Curly, And Coily Hair 230 Ml + Eva Advanced Care Clinic Kids’ Curls Curl Detangling Spray For Wavy, Curly, And Coily Hair 185 Ml + Eva Advanced Care Clinic Kids’ Curls Curl Moisturizing leave-in conditioner For Wavy, Curly, And Coily Hair 200 Gm"        , cream      , Bundles
Eva Advanced Care Clinic Forever Long Lengthening Kit                                                               , LE 450.50,                11, Eva Advanced Care Clinic Forever Long Lengthening Shampoo For Damaged Hair 230 Ml + Eva Advanced Care Clinic Forever Long Lengthening Conditioner For Damaged Hair 230 Ml + Eva Advanced Care Clinic Forever Long Lengthening &amp; Moisturizing Mask For Damaged Hair 200 Gm                                                       ,            , Bundles
Eva Advanced Care Clinic Growth Perfector Root Recharging Kit                                                       , LE 450.50,                 3, Eva Advanced Care Clinic Growth Perfector Root Recharging Shampoo For Weak &amp; Falling Hair 230 Ml + Eva Advanced Care Clinic Growth Perfector Root Recharging Conditioner For Weak &amp; Falling Hair 230 Ml + Eva Advanced Care Clinic Growth Perfector Root Recharging Ampoules For Weak &amp; Falling Hair 6 Ml × 7 Ampoul    ,            , Bundles
Eva Skin Clinic Night Ultimate care Kit                                                                             , LE 272.00,                 0, Eva Skin Clinic Vitamin C Night Cream For Ultimate Even Skin Glow 50 Ml + Eva Skin Clinic Vitamin C Sheet Mask ( 3 Sheet Masks )                                                                                                                                                                                                    ,            , Bundles
Eva Skin Clinic Anti-Ageing +25 Kit                                                                                 , LE 688.50,                 0, Eva Skin Clinic Anti-Ageing Gold Collagen Anti-Wrinkle Day Cream 50 Ml + Eva Skin Clinic Anti-Ageing Gold Collagen Skin Rejuvenating Facial Serum 30 Ml + Eva Skin Clinic Anti-Ageing Gold Collagen Night Eye Contour Cream 15 Ml                                                                                                   ,            , Bundles
Eva Skin Clinic Daily Hydration Kit                                                                                 , LE 391.00,                 0, Eva Skin Clinic Hyaluronic Acid Lip Plumping Serum 10 Ml + Eva Skin Clinic Hyaluronic Acid Facial Serum 30 Ml                                                                                                                                                                                                                       ,            , Bundles
Eva Skin Clinic Night Routine Kit                                                                                   , LE 399.50,                33, Eva Skin Clinic Hyaluronic Acid Micellar Water 200 Ml + Eva Skin Clinic Hyaluronic Acid Night Cream 45 Ml                                                                                                                                                                                                                           ,            , Bundles
Eva Skin Clinic Day Routine Kit                                                                                     , LE 289.00,                84, Eva Skin Clinic Hyaluronic Acid Facial Wash 160 Ml + Eva Skin Clinic Hyaluronic Acid Day Gel 45 Ml                                                                                                                                                                                                                                  ,            , Bundles
Eva Skin Care Deep Moisturizing Kit                                                                                 , LE 127.50,                12, "Eva Skin Care Evasiline Body Lotion Passion 240 Ml + Eva Skin Care Soft Moisturizing Cream with Aloe Vera, Panthenol &amp; Vitamin E 50 Gm"                                                                                                                                                                                        , cream      , Bundles
Eva Skin Care Shower & Moisturizing Kit                                                                             , LE 96.90 ,                18, "Eva Skin Care Moisturizing Shower Cream Enriched With Milk Proteins Passion 250 Ml + Eva Skin Care Soft Moisturizing Cream with Aloe Vera, Panthenol &amp; Vitamin E 20 Gm"                                                                                                                                                        , cream      , Bundles
"Soft Moisturizing Cream with Aloe Vera, Panthenol & Vitamin E Kit"                                                 , LE 37.40 ,                12, "Eva Skin Care Soft Moisturizing Cream with Aloe Vera, Panthenol &amp; Vitamin E 50 Gm + Eva Skin Care Soft Moisturizing Cream with Aloe Vera, Panthenol &amp; Vitamin E 20 Gm"                                                                                                                                                     , cream      , Bundles
Eva Skin Clinic Vitamin C Day Ultimate Care Kit                                                                     , LE 293.25,                36, Eva Skin Clinic Vitamin C Day Cream For Ultimate Even Skin Glow ( SPF 15 ) 50 Ml + Eva Skin Clinic Vitamin C Facial Wash And Exfoliator For Cleansed Skin And Ultimate Even Skin Glow 150 Ml                                                                                                                                        ,            , Bundles
Eva Smokers Menthol Dental Care Line                                                                                , LE 178.50,                24, Eva Smokers Cleansing Toothpaste With Menthol 50 Gm + EVA SMOKERS E-LINE MOUTHWASH 250 ML + EVA SMOKERS CLEANSING TOOTH POWDER WITH MENTHOL                                                                                                                                                                                         ,            , Bundles
Eva Smokers Charcoal Dental Care Line                                                                               , LE 174.25,                32, Eva Smokers Cleansing Toothpaste With Charcoal 50 Gm + EVA SMOKERS E-LINE MOUTHWASH 250 ML + EVA SMOKERS CLEANSING TOOTH POWDER WITH CHARCOAL 40 GM                                                                                                                                                                                 ,            , Bundles
Eva Skin Clinic Ultimate Hydration Kit                                                                              , LE 391.00,                20, Eva Skin Clinic Hyaluronic Acid Facial Serum 30 Ml + Eva Skin Clinic Vitamin A Facial Serum 30 Ml                                                                                                                                                                                                                                   ,            , Bundles
Eva Skin Care Pampering Face & Body Kit – For Oily Skin                                                             , LE 148.75,                 0, EVA SKIN CARE SHOWER GEL POUCH 500ML Nature Delight + EVA FACIAL WASH AND MAKE-UP REMOVER ENRICHED WITH YOGHURT AND CUCUMBER FOR OILY SKIN + EVA CREAM WITH YOGHURT &amp; CUCUMBER FOR OILY SKIN 170 GM                                                                                                                             , oil        , Bundles
Eva Skin Care Deep cleansing Kit                                                                                    , LE 153.00,                 0, EVA SKIN CARE SHOWER GEL POUCH 500ML SPRING BLOSSOM + EVA EXFOLIATING FACIAL WASH ENRICHED WITH HONEY FOR ALL SKIN TYPES 150 ML + EVA CREAM WITH HONEY FOR NORMAL SKIN 170 GM                                                                                                                                                       ,            , Bundles
Eva Skin Care Hydration Face & Body Kit                                                                             , LE 148.75,                 0, EVA SKIN CARE SHOWER GEL POUCH 500ML ROYAL ISLAND + EVA FACIAL WASH AND MAKE-UP REMOVER ENRICHED WITH GLYCERIN FOR DRY SKIN + EVA CREAM WITH GLYCERIN FOR DRY SKIN 170 GM                                                                                                                                                           ,            , Bundles
Eva Care Night Out Kit                                                                                              , LE 310.25,                67, Eva Skin Care Senses Body Splash 240 Ml-Night Out + Eva skin care senses lip balm - vanilla coconut 4 gm + Eva Skin Care Foot Scrub Passion 60 ml                                                                                                                                                                                   ,            , Bundles; Skin Care Senses
Eva Care Red Glamour Kit                                                                                            , LE 301.75,                 4, Eva Skin Care Senses Body Splash 240 Ml-Red Glamour + Eva skin care senses lip balm - wild raspberry 4 gm + Eva Skin Care Hand Cream passion 50 ml                                                                                                                                                                                  ,            , Bundles; Skin Care Senses
Eva Care Musky Jasmine Kit                                                                                          , LE 306.00,                28, Eva Skin Care Senses Body Splash 240 Ml-Musky Jasmine + Eva skin care senses lip balm - sweet cherry 4 gm + Eva Skin Care Heel Cream Passion 60 ml                                                                                                                                                                                  ,            , Bundles; Skin Care Senses
Eva Care Morning Blossom Kit                                                                                        , LE 310.25,                65, Eva Skin Care Senses Body Splash 240 Ml- Morning Blossom + Eva skin care senses lip balm - fresh watermelon 4 gm + Eva Skin care Foot Scrub Tropical 60 ml                                                                                                                                                                          ,            , Bundles; Skin Care Senses
Eva Care Mystic Orchid Kit                                                                                          , LE 327.25,                92, Eva Skin Care Senses Body Splash 240 Ml- Mystic Orchid + Eva Skin Care Moisturizing Shower Cream Tropical + Eva Skin care Hand Cream Tropical 60 ml                                                                                                                                                                                 ,            , Bundles; Skin Care Senses
Eva skin care lip Kit - fresh watermelon                                                                            , LE 119.00,                 0, Eva skin care senses lip balm - fresh watermelon 4 gm + Eva Skin Care Exfoliating Lip Scrub Raspberry flavored 20ML                                                                                                                                                                                                                 ,            , Bundles; Skin Care Senses
Eva skin care lip Kit - wild raspberry                                                                              , LE 119.00,                 0, Eva skin care senses lip balm - wild raspberry 4 gm + Eva Skin Care Exfoliating Lip Scrub Raspberry flavored 20ML                                                                                                                                                                                                                   ,            , Bundles; Skin Care Senses
Eva skin care lip Kit - sweet cherry                                                                                , LE 119.00,                 0, Eva skin care senses lip balm - sweet cherry 4 gm + Eva Skin Care Exfoliating Lip Scrub Raspberry flavored 20ML                                                                                                                                                                                                                     ,            , Bundles; Skin Care Senses
Eva Skin Care Pampering Face & Body Kit – For Combined Skin                                                         , LE 148.75,                 0, EVA SKIN CARE SHOWER GEL POUCH 500ML FRESH BREEZ + EVA FACIAL WASH AND MAKE-UP REMOVER ENRICHED WITH MILK PROTEINS FOR ALL SKIN TYPES + EVA SKIN CARE 7 IN 1 FACIAL CREAM WITH VITAMINS 45 GM                                                                                                                                       ,            , Bundles
Day And Night Routine For Face Glowing                                                                              , LE 208.25,                 1, EVA SKIN CARE NATURAL GLOW FACIAL WASH FOR COMBINED SKIN 100 ML + EVA SKIN CARE NATURAL GLOW DAY CREAM WITH SPF 30 50 GM + EVA SKIN CARE NATURAL GLOW NIGHT CREAM 50 GM                                                                                                                                                             ,            , Bundles
Dry Skin Care Routine                                                                                               , LE 182.75,                17, EVA SKIN CARE NATURAL GLOW FACIAL WASH FOR NORMAL TO DRY SKIN 100 ML + EVA SKIN CARE NATURAL GLOW FACIAL SCRUB 100 ML + EVA SKIN CARE NATURAL GLOW NIGHT CREAM 50 GM                                                                                                                                                                ,            , Bundles
Oily Skin Care Routine                                                                                              , LE 140.25,                44, EVA SKIN CARE NATURAL GLOW FACIAL WASH FOR OILY SKIN 100 ML + EVA SKIN CARE NATURAL GLOW DAY CREAM WITH SPF 30 50 GM                                                                                                                                                                                                                , oil        , Bundles
Skin Toning Body Routine                                                                                            , LE 238.00,                39, EVA SKIN CARE NATURAL GLOW LIGHTENING ROLL ON DEODORANT - POWDER SOFT 60 GM + EVA SKIN CARE NATURAL GLOW LIGHTENING CREAM FOR SENSITIVE AREAS 50 GM + EVA SKIN CARE NATURAL GLOW BODY SCRUB 250 GM                                                                                                                                  ,            , Bundles
Refreshing Glowing Kit                                                                                              , LE 170.00,                54, EVA SKIN CARE NATURAL GLOW LIGHTENING ROLL ON DEODORANT - ACTIVE FRESH 60 GM + EVA SKIN CARE NATURAL GLOW BODY SCRUB 250 GM                                                                                                                                                                                                         ,            , Bundles
Body Care Kit                                                                                                       , LE 153.00,                50, EVA SKIN CARE NATURAL GLOW LIGHTENING ROLL ON DEODORANT - VELVET TOUCH 60 GM + EVA SKIN CARE NATURAL GLOW LIGHTENING CREAM FOR SENSITIVE AREAS 50 GM                                                                                                                                                                                ,            , Bundles
Refreshing berry kit                                                                                                , LE 306.00,                 0, Eva Skin Care Senses Body Splash - Gold Spell 240 ml + Eva skin care senses lip balm - wild raspberry 4 gm + Eva Skin Care Exfoliating Lip Scrub Raspberry flavored 20 ml                                                                                                                                                           ,            , Bundles; Skin Care Senses
Refreshing watermelon kit                                                                                           , LE 306.00,                 0, Eva Skin Care Senses Body Splash - Summer Twist 240 ml + Eva skin care senses lip balm - fresh watermelon 4 gm + Eva Skin Care Exfoliating Lip Scrub Raspberry flavored 20 ml                                                                                                                                                       ,            , Bundles; Skin Care Senses
Coconut daily kit                                                                                                   , LE 306.00,                 0, Eva Skin Care Senses Body Splash - Cozy Dream 240 ml + Eva skin care senses lip balm - vanilla coconut 4 gm + Eva Skin Care Exfoliating Lip Scrub Raspberry flavored 20 ml                                                                                                                                                          ,            , Bundles; Skin Care Senses
Refreshing Pinky Kit                                                                                                , LE 306.00,                 0, Eva Skin Care Senses Body Splash - In the Clouds 240 ml + Eva skin care senses lip balm - sweet cherry 4 gm + Eva Skin Care Exfoliating Lip Scrub Raspberry flavored 20 ml                                                                                                                                                          ,            , Bundles; Skin Care Senses
Eva care essentials kit                                                                                             , LE 331.50,                41, Eva Skin Care Senses Body Splash - In the Clouds 240 ml + Eva Skin Care Shower Cream 250 ml + Eva Skin Care Heel Cream 60 gm                                                                                                                                                                                                        ,            , Bundles; Skin Care Senses
Eva care in the clouds kit                                                                                          , LE 331.50,                28, Eva Skin Care Senses Body Splash - In the Clouds 240 ml + Eva Skin Care Shower Cream - Passion 250 ml + Eva Skin Care Heel Cream Passion 60 ml                                                                                                                                                                                      ,            , Bundles; Skin Care Senses
Eva care love tale kit                                                                                              , LE 331.50,               106, Eva Skin Care Senses Body Splash - Love Tale 240 ml+ Eva Skin Care Moisturizing Shower Cream Tropical+ Eva Skincare heel cream Tropical 60 ml                                                                                                                                                                                       ,            , Bundles; Skin Care Senses
Eva care cozy dream kit                                                                                             , LE 344.25,                22, Eva Skin Care Senses Body Splash - Cozy Dream 240 ml + Eva Skin Care Body Lotion 240 ml + Eva Skin Care Hand Cream 60 ml.                                                                                                                                                                                                           ,            , Bundles; Skin Care Senses
Eva care gold spell kit                                                                                             , LE 344.25,                51, Eva Skin Care Senses Body Splash - Gold Spell 240 ml + Eva Skincare Body Lotion Tropical 240 ml + Eva Skincare Hand Cream Tropical 60 ml                                                                                                                                                                                            ,            , Bundles; Skin Care Senses
Eva care summer twist kit                                                                                           , LE 344.25,                 4, Eva Skin Care Senses Body Splash - Summer Twist 240 ml + Eva Skin Care Body Lotion Passion 240 ml + Eva Skin Care Hand Cream Passion 60 ml                                                                                                                                                                                          ,            , Bundles; Skin Care Senses
full Body hydration Kit -Tropical                                                                                   , LE 276.25,                51, Eva Skincare Hand Cream Tropical 60 Ml +Eva Skincare Heel Cream Tropical 60 Ml+ Eva Skincare Body Lotion Tropical 240 Ml+Eva Skin Care Hand Scrub Tropical                                                                                                                                                                          ,            , Bundles; Skin Care Senses
Eva Skin Clinic White Pearl Facial Routine                                                                          , LE 459.00,                 0, Eva Skin Clinic White Pearl Mask - 3 sheets per sheet + Eva Skin Clinic White Pearl Night Whitening Cream - 50 ml + Eva Skin Clinic White Pearl Day Cream SPF 15-50 ml                                                                                                                                                              ,            , Bundles
Eva Skin Clinic Collagen Facial Routine                                                                             , LE 361.25,                 0, Eva Skin Clinic Collagen Mask - 3 Sheets per Sash + Eva Skin Clinic Collagen Skin Toner 200 ml + Eva Collagen Face Wash For All Skin Types 150 ml                                                                                                                                                                                   ,            , Bundles
Eva Skin Clinic Hylauronic Acid Facial Routine                                                                      , LE 484.50,                 0, "Eva Skin Clinic Hyaluronic Acid Day Gel 45 ml + Eva Skin Clinic Hyaluronic Acid Night Cream + Eva Skin Clinic Hyaluronic Acid Mask - 3 sheets per sash Precautions: • Avoid conlact with eyes. • As with any natursl active ingredient, if is recommended to test your skin's reaction by arplying the cream on a small part o y"  ,            , Bundles
Beach time essentials                                                                                               , LE 680.00,                 0, Eva Sun &amp; Sea adults sun screen SPF 50 200 ml + Eva Sun &amp; Sea sun screen Spray For Kids SPF 50 200 ml + Eva Sun&amp;Sea Hair Sun Protection Spray Liquid SPF 15                                                                                                                                                             ,            , Bundles
Foot Care Routine                                                                                                   , LE 170.00,                12, Eva Skin Care Cuticle Remover 13 gm+Eva Skin Care Heel CreamPassion 60 ml+Eva Skin Care Foot Scrub Passion 60 ml                                                                                                                                                                                                                    ,            , Bundles; Skin Care Senses
Intensive repair kit                                                                                                , LE 408.00,                12, Eva Skin Care Shower Cream 250 ml+Eva Skin Care Heel Cream 60 gm+Eva Skin Care Hand Cream 60 ml+Eva Skin Care Hand Scrub 50 gm+ Eva Skin Care Cuticle Remover 13 gm+Eva Skin Care Body Lotion 240 ml                                                                                                                                ,            , Bundles
Intensive repair kit- Passion                                                                                       , LE 425.00,                 4, Eva Skin Care Heel CreamPassion 60 ml + Eva Skin Care Hand Cream Passion 60 ml+Eva Skin Care Hand ScrubPassion 50 ml + Eva Skin Care Foot Scrub Passion 60 ml+Eva Skin Care Body LotionPassion 240 ml+Eva Skin Care Shower Cream - Passion 250 ml                                                                                   ,            , Bundles; Skin Care Senses
Anti-Ageing Skin Routine For 40+                                                                                    , LE 684.25,                 0, Eva Skin Clinic Anti-Ageing Collagen Deep Lines Filler For first signs of ageing (+40) - 50 ml + Eva Skin Clinic Anti-Ageing Collagen Facial Wash 150 ml + Eva Skin Clinic Anti-Ageing Collagen Toner - 200 ml + Eva Skin Clinic Anti-Ageing Collagen Ampoules ( 10 Ampoules )                                                      ,            , Bundles
Daily Routine To Maintain Skin's Glow - 30+                                                                         , LE 454.75,                 0, Eva Skin Clinic Anti-Ageing Collagen Night Eye Cream - 15 ml + Eva Skin Clinic Anti-Ageing Collagen Fine Lines Filler For first signs of ageing (+30) - 50 ml + Eva Skin Clinic Anti-Ageing Collagen Facial Wash 150 ml                                                                                                             ,            , Bundles
Anti-Wrinkles Daily Skin Care Kit - 40+                                                                             , LE 548.25,                 0, Anti-Ageing Gold Collagen Night Eye Contour Cream - 15 ml + Anti-Ageing Gold Collagen Anti-Wrinkle Cream - 50 ml + Eva Skin Clinic Anti-Ageing Collagen Facial Wash 150 ml                                                                                                                                                          ,            , Bundles
